id,language,buggy_code,fixed_code,description,label,time_to_fix,complexity_score,lines_of_code,bug_type,severity_level,date_reported,date_fixed,fix_status,developer_id
592,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,38,6.89,37,Logic,Critical,2021-07-14,2020-02-13,Verified,3375
593,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,228,1.15,45,Performance,Critical,2022-06-10,2023-07-20,Pending,2398
594,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,105,9.65,24,Security,Medium,2021-06-04,2020-01-13,Fixed,4347
595,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,254,1.09,43,Runtime,High,2023-11-20,2024-06-11,In-Progress,1964
596,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,150,4.25,7,Logic,High,2024-09-13,2024-09-22,In-Progress,4957
597,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,247,6.98,11,Logic,High,2020-04-30,2022-04-06,Verified,4488
598,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,177,5.05,11,Syntax,High,2020-02-11,2023-05-28,Fixed,1144
599,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,20,8.4,39,Security,Low,2021-01-22,2023-10-12,Verified,2459
600,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,178,5.25,34,Runtime,High,2021-01-26,2021-10-23,Pending,3136
601,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,253,8.98,16,Syntax,Medium,2021-03-06,2024-07-13,Verified,1643
602,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,143,7.67,22,Security,Critical,2023-09-04,2024-12-06,Verified,2046
603,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,152,4.01,29,Compilation,High,2022-04-27,2021-09-01,Pending,1514
604,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,148,6.52,16,Runtime,Medium,2020-06-10,2022-04-28,In-Progress,1016
605,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,259,8.74,13,Logic,High,2022-08-02,2023-07-26,In-Progress,4409
606,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,28,8.51,37,Syntax,High,2023-03-22,2022-12-14,Verified,4207
607,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,69,3.08,13,Syntax,Medium,2022-12-31,2020-06-19,Pending,4171
608,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,269,1.95,29,Syntax,Medium,2023-05-06,2021-12-14,Verified,1580
609,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,115,8.0,44,Compilation,Critical,2023-12-24,2020-04-05,Fixed,4004
610,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,83,1.94,27,Logic,High,2022-03-07,2022-05-13,Fixed,4493
611,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,289,2.67,30,Logic,High,2021-07-28,2023-06-26,In-Progress,2954
612,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,14,4.31,36,Runtime,High,2022-06-10,2024-12-21,Pending,2685
613,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,42,7.54,38,Syntax,Low,2020-06-15,2022-02-18,Verified,3966
614,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,77,8.93,21,Syntax,Medium,2020-04-14,2023-04-28,Fixed,1160
615,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,219,3.93,36,Performance,Medium,2021-10-07,2024-05-28,Pending,4962
616,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,206,4.32,43,Logic,Medium,2022-06-14,2024-12-17,In-Progress,3202
617,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,278,8.36,46,Runtime,Medium,2021-08-15,2024-12-01,Verified,1317
618,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,122,6.94,15,Performance,Low,2024-06-20,2022-08-15,Fixed,4847
619,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,296,4.09,19,Logic,High,2023-11-02,2020-03-09,Pending,3577
620,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,250,6.51,17,Runtime,Critical,2022-03-07,2020-03-07,Fixed,2567
621,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,269,1.86,32,Compilation,Low,2023-11-16,2021-12-13,Pending,4964
622,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,261,6.46,20,Syntax,Critical,2021-06-19,2021-02-12,Verified,4654
623,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,159,7.07,30,Compilation,Medium,2020-07-27,2022-01-25,Verified,3882
624,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,276,7.36,44,Syntax,Low,2020-04-12,2023-06-04,Verified,2216
625,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,193,9.06,45,Runtime,High,2021-11-17,2020-08-30,Verified,1201
626,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,200,1.36,39,Security,Low,2021-01-16,2022-09-29,Fixed,1192
627,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,23,7.44,37,Runtime,Medium,2021-02-27,2020-02-26,Fixed,4474
628,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,150,5.34,33,Compilation,Critical,2022-05-27,2021-07-25,In-Progress,4309
629,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,73,2.01,49,Security,Medium,2021-11-01,2023-05-01,Pending,4955
630,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,291,2.15,9,Performance,High,2022-10-27,2020-11-23,Fixed,2935
631,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,187,4.66,45,Runtime,Medium,2022-07-25,2020-01-29,In-Progress,1261
632,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,165,5.53,7,Syntax,Medium,2020-08-06,2022-02-24,In-Progress,1875
633,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,221,3.72,33,Security,Low,2024-12-06,2020-11-06,In-Progress,3676
634,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,121,1.03,42,Security,Medium,2023-07-29,2021-05-09,Verified,4270
635,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,142,5.95,29,Logic,High,2021-07-04,2023-05-03,Fixed,3488
636,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,65,4.54,44,Logic,Low,2021-09-15,2020-01-04,Fixed,2727
637,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,262,5.38,26,Syntax,High,2024-06-13,2023-11-30,Pending,1615
638,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,59,1.14,39,Performance,Medium,2022-04-08,2020-03-11,Fixed,3878
639,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,240,3.29,45,Logic,High,2020-12-09,2022-12-26,In-Progress,2239
640,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,42,8.91,16,Security,Medium,2020-10-07,2022-04-03,Verified,2737
641,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,290,7.77,16,Syntax,Low,2024-02-20,2023-09-30,Fixed,2644
642,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,64,3.23,15,Security,High,2022-12-26,2022-11-29,Fixed,1422
643,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,126,1.52,20,Compilation,Low,2023-03-24,2022-04-25,Pending,1143
644,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,92,4.43,13,Logic,Low,2021-01-06,2023-04-09,Verified,4655
645,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,201,4.12,14,Security,Medium,2024-12-14,2020-10-06,In-Progress,4838
646,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,147,4.92,7,Runtime,Low,2021-05-11,2021-11-23,In-Progress,3651
647,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,121,2.41,47,Performance,Medium,2024-10-08,2024-08-25,Fixed,2941
648,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,146,2.8,9,Performance,High,2020-05-01,2024-05-04,Verified,2131
649,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,212,7.76,33,Compilation,High,2021-09-03,2023-02-27,Fixed,1224
650,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,202,2.93,25,Syntax,Low,2022-10-30,2021-12-27,In-Progress,1858
651,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,181,9.59,39,Logic,Critical,2022-05-24,2022-04-15,Pending,3331
652,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,106,2.04,22,Logic,Critical,2024-12-10,2020-02-10,Fixed,4985
653,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,220,4.06,7,Syntax,Medium,2021-07-04,2023-08-09,Verified,2484
654,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,108,7.72,37,Syntax,Critical,2022-11-21,2023-10-02,Fixed,4534
655,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,62,1.84,5,Runtime,Critical,2023-01-16,2022-02-07,Pending,1645
656,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,216,1.62,24,Runtime,High,2023-11-20,2021-01-20,In-Progress,3382
657,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,191,9.74,14,Security,High,2021-05-14,2021-02-02,In-Progress,4027
658,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,134,9.89,27,Performance,Medium,2023-08-04,2021-11-13,In-Progress,4605
659,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,52,2.72,35,Syntax,Critical,2024-10-21,2024-11-12,Fixed,1274
660,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,213,5.27,25,Runtime,Medium,2024-05-09,2020-11-03,Fixed,3734
661,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,43,6.94,46,Logic,Low,2020-11-17,2022-07-09,Pending,4683
662,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,275,3.15,27,Syntax,Critical,2020-04-28,2024-07-15,In-Progress,1561
663,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,176,7.83,6,Logic,Medium,2022-05-17,2021-01-06,Pending,4355
664,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,132,8.44,19,Runtime,Medium,2020-02-09,2021-02-10,Verified,4880
665,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,220,1.55,10,Security,High,2021-11-27,2020-08-12,In-Progress,2315
666,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,23,4.83,7,Compilation,Low,2024-03-26,2021-09-18,Pending,3236
667,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,265,1.17,19,Syntax,Low,2022-01-22,2022-10-19,Verified,3487
668,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,94,2.85,12,Logic,High,2020-03-05,2020-12-26,Verified,2317
669,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,294,6.93,5,Compilation,Low,2020-10-30,2023-07-10,Fixed,2548
670,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,211,3.9,35,Security,Low,2024-03-28,2021-01-10,Verified,1580
671,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,13,4.18,46,Security,Medium,2024-06-28,2022-10-12,Pending,2912
672,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,33,8.6,47,Logic,Critical,2020-07-29,2023-05-20,Verified,1433
673,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,172,5.14,14,Security,Critical,2020-06-13,2024-08-15,Verified,1442
674,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,58,1.15,19,Compilation,Low,2023-04-12,2024-11-28,Pending,2103
675,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,247,8.27,50,Compilation,Low,2021-12-08,2020-12-20,In-Progress,4068
676,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,199,5.9,5,Compilation,High,2022-05-16,2021-12-12,In-Progress,4100
677,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,13,2.37,41,Security,High,2022-09-21,2023-04-21,Verified,3484
678,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,137,1.62,24,Logic,Critical,2023-10-12,2021-08-11,Verified,1512
679,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,184,7.61,27,Performance,Medium,2023-09-06,2021-10-29,Pending,2724
680,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,55,5.08,44,Compilation,Low,2023-05-09,2024-01-03,In-Progress,1446
681,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,67,2.24,41,Syntax,Critical,2021-01-07,2020-04-10,Fixed,4693
682,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,64,8.47,26,Performance,High,2022-01-09,2024-01-29,Fixed,3473
683,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,112,9.28,40,Compilation,High,2021-10-14,2020-02-11,In-Progress,3339
684,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,192,9.7,20,Logic,Low,2023-01-16,2020-07-18,Verified,1926
685,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,152,5.13,43,Performance,High,2022-03-03,2021-02-17,Pending,3305
686,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,213,3.91,20,Syntax,Critical,2023-07-20,2024-03-14,Verified,3172
687,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,269,8.84,40,Logic,High,2021-10-10,2023-07-23,Fixed,4622
688,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,179,1.28,12,Performance,Critical,2021-12-24,2021-04-17,In-Progress,3795
689,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,153,6.9,50,Compilation,Low,2021-05-25,2021-01-28,Pending,4235
690,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,126,7.29,21,Logic,Medium,2022-06-14,2020-06-01,Pending,2626
691,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,194,4.67,35,Syntax,Critical,2022-12-30,2020-02-29,Verified,4051
692,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,fixed,254,6.3,49,Syntax,Critical,2024-02-16,2023-02-22,Verified,3267
693,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,126,7.62,10,Syntax,Critical,2023-12-28,2024-10-25,Pending,4376
694,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,239,8.55,15,Security,Low,2023-09-14,2023-06-03,Verified,1760
695,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,280,3.31,15,Security,Critical,2022-05-21,2022-09-07,In-Progress,4096
696,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,292,8.69,36,Security,Critical,2021-07-15,2020-12-17,In-Progress,3177
697,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,283,2.27,7,Runtime,Low,2023-12-09,2020-07-02,Pending,1815
698,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,261,9.87,38,Syntax,High,2022-12-27,2020-08-19,In-Progress,2373
699,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,128,5.54,38,Syntax,Medium,2021-08-04,2024-11-29,Verified,3072
700,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,111,4.88,48,Security,Critical,2020-12-26,2023-08-03,Pending,2080
701,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,195,4.73,17,Compilation,Low,2021-11-26,2020-09-14,Verified,1204
702,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,273,6.58,11,Runtime,Medium,2023-04-09,2024-01-13,Fixed,4389
703,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,250,3.61,28,Compilation,Critical,2020-07-16,2021-10-07,Verified,4694
704,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,121,7.1,48,Syntax,Low,2021-12-29,2023-09-23,In-Progress,1001
705,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,209,8.0,50,Security,Medium,2022-03-01,2020-05-24,In-Progress,3919
706,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,82,5.34,5,Runtime,Medium,2021-12-02,2023-03-22,Pending,1128
707,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,267,8.36,37,Performance,Medium,2020-02-02,2021-05-14,In-Progress,3467
708,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,249,2.15,12,Security,Critical,2024-12-19,2024-09-22,Pending,2939
709,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,59,3.58,50,Syntax,Low,2021-08-03,2021-05-07,Pending,3872
710,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,228,6.94,13,Runtime,High,2024-06-03,2020-05-02,In-Progress,2341
711,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,233,9.28,7,Runtime,Medium,2021-01-13,2021-04-09,Pending,3690
712,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,259,5.98,28,Security,Low,2024-06-25,2022-08-22,Verified,1167
713,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,74,3.89,39,Syntax,Medium,2022-03-20,2023-11-21,Verified,3845
714,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,109,9.74,50,Logic,Critical,2022-09-24,2024-07-06,Verified,2463
715,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,208,4.87,47,Performance,Low,2023-03-18,2024-05-12,Pending,1565
716,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,108,4.88,48,Runtime,Critical,2024-02-16,2022-12-20,Verified,3129
717,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,147,8.47,5,Syntax,High,2020-03-10,2024-08-30,Pending,3515
718,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,124,9.54,20,Performance,Critical,2023-01-30,2023-12-26,In-Progress,1832
719,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,237,3.15,29,Runtime,Critical,2024-11-24,2024-02-01,Fixed,3945
720,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,163,3.17,5,Runtime,Low,2024-04-19,2020-05-12,Verified,1788
721,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,173,4.02,7,Syntax,Medium,2020-05-08,2022-10-23,In-Progress,2876
722,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,162,6.18,15,Performance,Low,2021-06-08,2020-07-09,Fixed,1581
723,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,buggy,57,8.97,5,Logic,Medium,2022-11-29,2024-06-04,Verified,3966
724,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,105,8.9,34,Security,Medium,2020-06-27,2020-01-01,In-Progress,1090
725,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,49,8.25,6,Compilation,Medium,2024-08-14,2020-09-15,Fixed,2657
726,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,51,7.92,41,Performance,High,2021-06-03,2024-07-21,In-Progress,1447
727,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,buggy,85,1.39,17,Syntax,Low,2023-09-01,2020-04-30,Verified,3942
728,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,264,2.22,47,Security,High,2020-03-20,2023-08-12,In-Progress,1372
729,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,buggy,85,1.82,5,Syntax,Medium,2021-02-20,2024-07-24,Pending,1616
730,JavaScript,"let x = 10;
if(x = 5) {console.log('Bug');}","let x = 10;
if(x === 5) {console.log('Bug');}",Incorrect comparison operator.,fixed,160,9.79,37,Performance,High,2022-11-08,2021-12-17,Verified,4978
731,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,74,3.96,15,Compilation,Low,2022-09-16,2023-04-18,Verified,1170
732,C,"for(int i=0; i<10; i++) printf('%d', i);","for(int i=0; i<10; i++) { printf('%d', i); }",Missing braces in loop.,fixed,40,7.37,24,Runtime,High,2020-01-07,2022-03-21,Fixed,4460
733,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,161,5.56,9,Syntax,Medium,2021-01-29,2022-07-15,Verified,1668
734,Python,"def add(a, b): return a - b","def add(a, b): return a + b",Incorrect operator usage.,fixed,111,5.06,33,Performance,Critical,2023-02-07,2024-10-20,Verified,2118
735,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,buggy,268,8.85,29,Runtime,Medium,2023-11-26,2024-11-01,Fixed,1016
736,C++,cout << Hello;,cout << 'Hello';,Missing quotes around string.,fixed,133,3.12,37,Logic,Low,2024-06-21,2023-03-04,Fixed,3409
737,Java,if (x = 5) {System.out.println('Hello');},if (x == 5) {System.out.println('Hello');},Assignment instead of comparison.,buggy,176,5.92,30,Compilation,Medium,2024-07-11,2021-12-15,In-Progress,1003
